Province,State,State Code,Latitude,Longitude,Tests,Days Since 1st Case,Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m²) Missing HI and AK,GDP 2018,GDP/capita,"Percentage Living in Poverty, All Ages, 2016","Air Quality, Annual Average Ambient Concentrations of PM2.5, 2014",Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),% Single-Parent Households,Social Association Rate,Violent Crime Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,Housing: Severe Cost Burden,Housing: Overcrowding,Housing: Inadequate Facilities,% Drive Alone to Work,% Long Commute - Drives Alone,Sleep <7 Hours_Percent,Sleep <7 Hours_CI_Low,Sleep <7 Hours_CI_High,Diabetes Total Percentage,Diabetes Male Percentage,Diabetes Female Percentage,"Coronary Heart Disease Death Rate per 100,000, All Ages, All Races/Ethnicities, Both Genders, 2014-2016","Hypertension Death Rate per 100,000 (any mention), 35+, All Races/Ethnicities, Both Genders, 2014-2016","Obesity, Age-Adjusted Percentage, 20+. 2015",% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers (adults),% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,Preventable Hospitalization Rate (Preventable hospital stays),% With Annual Mammogram,% Flu Vaccinated,Chronic Respiratory Disease: mortality rate per 100K (2014),Liver Disease: crude mortality rate per 100K (1999-2018),Liver Disease: % of Total Deaths (1999-2018),Liver Disease: crude mortality rate per 100K (2018),Liver Disease: % of Total Deaths (2018),Avg Temp Peak Growth-10 Rate,Avg Temp 10 Before First-Current,Avg Temp First-Current,First Case,Stay At Home,No Cases,No Stay At Home Order,Stay At Home Order After First Case
Decatur,Tennessee,,35.60049,-88.1104,"78,831",18,3,0,11706,21.0404921,23.4238852,2.87886554,0.35879036,0.54672817,0.094,3.30599693,91.8588758,0,50.8969759,100,35.2,20.6,14817.12,"313,352",,18.8,9.7,2938:01:00,2341:01:00,976:01:00,94.9579832,49.4229184,4.7739755,24.3,5.26126066,28.1565147,6.80793124,257.267816,9.7,Yes,12.3173278,11.3490364,0.29227557,0.9394572,83.8402179,34.3,33.4928387,32.2769542,34.6980699,12.9,14.7,11.3,177.6,324.6,33.5,22.829012,4.75008525,4.96385563,8.47457627,22.6980111,31.9,7.7,34.7,48.4817556,12.8059082,12.1300448,6903,35,47,59.66,22.2417075,6.08E-05,NA,NA,15.96666667,14.73214286,14.65555556,3/28/20,4/2/20,0,0,1
DeKalb,Tennessee,,35.97616,-85.8369,"78,831",18,10,0,20138,21.6059192,18.368259,1.42516635,0.45684775,1.16694806,0.0199,8.60562121,87.4317211,0.12956864,50.0397259,78.3688512,61.5,30.9,14192.81,"711,225",,19.8,9.7,2482:01:00,5035:01:00,2517:01:00,95.4081633,38.0835381,4.43725744,24.4,4.8472391,34.1845339,8.56336893,303.108808,9.7,Yes,11.7934403,8.87283237,3.14026518,0.11165387,84.5868033,42.4,34.8463474,33.6970167,36.0694069,15.1,17.4,13,170.6,197.5,32.8,21.642023,4.64676521,4.80682546,9.49326491,22.6921906,30.1,8.2,26.3,33.8620948,14.6841764,14.3241889,4083,38,52,80.03,19.9192999,8.65E-05,NA,NA,,13.64285714,12.76666667,3/28/20,4/2/20,0,0,1
Dickson,Tennessee,,36.1467,-87.3589,"78,831",26,33,0,53446,23.0905961,16.1939154,3.98720204,0.48834338,0.64364031,0.058,3.71215807,89.5595554,0.67434615,50.8887475,67.7525873,101.4,42.5,14511.88,"1,624,735",,13.5,10.2,2782:01:00,1527:01:00,1008:01:00,95.8263773,47.815068,3.02014701,20.2,4.25259925,25.9061834,8.51418084,497.123715,10.2,No,13.0860927,10.2368636,2.72847682,0.58278146,82.4569176,48.2,35.6472537,34.3495826,36.9821,13.1,15,11.4,149.8,270.4,32,19.1459193,4.28249114,4.64368181,7.72110435,21.3003291,26.7,8.1,26,68.2116539,14.53883,10.8802897,6729,38,50,67.25,19.1430138,0.00021635,Unreliable,0.00017883,13.46,13.53611111,14.03076923,3/20/20,4/2/20,0,0,1
Dyer,Tennessee,,36.05932,-89.4154,"78,831",26,22,0,37320,23.9201501,17.5937835,14.0782422,0.37513398,0.79314041,0.0322,3.55573419,79.7722401,0.4585468,51.7845659,42.8642233,74.8,32.6,14129.67,"1,449,259",,20,10.2,2341:01:00,1866:01:00,1866:01:00,96.3039014,54.2914394,4.56924688,26,4.49891425,40.1257143,12.5457118,771.414303,10.2,No,12.2048553,9.40343782,3.02627203,0.9976721,87.807051,20.6,35.6847275,34.6146022,36.7362826,15.1,17.1,13.3,185.7,304.4,38.1,20.9216902,4.59119883,4.81132025,11.0431325,22.9535451,40.3,6.7,34,61.6121038,13.5814192,9.83063087,8305,35,49,78.75,14.1670065,0.00012513,NA,NA,15.016,15.18888889,15.68076923,3/20/20,4/2/20,0,0,1
Fayette,Tennessee,,35.19616,-89.414,"78,831",26,37,0,40507,18.9967166,21.3666774,27.3853902,0.3801812,0.70851952,0.042,2.88345224,67.7932209,0.3373174,50.7813464,79.043553,54.5,22.2,15156.64,"922,002",,14.5,10,2860:01:00,3682:01:00,13502:1,90.430622,57.9318844,3.72955405,20.9,5.21274581,32.515651,9.49145769,258.378102,10,No,12.7010724,10.8806528,1.44101877,0.83780161,87.9165709,61.3,35.1690508,34.2412478,36.0905306,6.8,7,6.7,135.4,281.4,34.5,20.8701354,4.13249949,4.36404672,9.41904435,20.3005327,35.1,8,25.3,48.262307,13.0321188,11.0215736,5370,34,51,49.65,11.1399667,9.36E-05,NA,NA,15.31304348,15.10833333,15.21153846,3/20/20,4/2/20,0,0,1
Fentress,Tennessee,,36.38129,-84.9287,"78,831",15,3,0,18217,21.0133392,21.9575122,0.41170335,0.38425646,0.31838393,0.022,1.63034528,96.3385848,0.0532,51.1994291,100,36,18,13955.9,"417,004",,21.4,9.1,2267:01:00,9109:01:00,3643:01:00,95.2173913,38.6734421,4.17481151,30,4.70979385,22.2713098,6.61667402,167.280027,9.1,Yes,12.3139378,10.1659751,2.23274696,0.73071719,80.5363985,35.1,33.1903089,31.8523385,34.4843282,14.1,17.5,11,147,276.9,30.3,24.505345,5.15351562,5.2536242,8.66616428,25.2196341,26.9,8.1,29.9,55.1923827,12.2479381,12.3115398,10493,34,48,111.34,24.522244,0.00010057,NA,NA,13.66,12.52,11.66666667,3/31/20,4/2/20,0,0,1
Franklin,Tennessee,,35.15635,-86.092,"78,831",24,23,1,41890,20.0692289,20.0238721,5.06087372,0.43924564,0.9883027,0.0812,3.63571258,88.1714013,0.88962109,51.1601814,69.6165838,74,33.7,15610.06,"1,016,719",,15.5,10.2,1488:01:00,3222:01:00,2095:01:00,93.1603774,51.9452293,3.36875877,21.4,4.58662493,27.4308866,10.8038029,381.559564,10.2,No,11.0431325,9.27193528,1.31538697,0.82594066,83.9836762,30.5,35.1632989,34.0615025,36.3467222,13.5,15.4,11.8,147.3,318.5,32.5,19.8873773,4.30908107,4.54647053,8.44618674,21.9856589,35.9,7.9,28.3,55.2202085,14.8997481,10.6230718,5396,41,52,65.66,19.6333713,0.00018711,Unreliable,0.00026825,13.96,13.79411765,14.10833333,3/22/20,4/2/20,0,0,1
Gibson,Tennessee,,35.99438,-88.9336,"78,831",24,21,0,49045,24.318483,18.0711591,17.89581,0.31195841,0.30991946,0.0245,2.82189826,77.204608,0.31729474,52.050158,47.71451,82.4,36.5,14034.32,"1,410,486",,16.9,10.4,2339:01:00,2452:01:00,4087:01:00,94.1896025,56.3221361,4.45512222,22.8,4.97926571,35.9758688,16.6968704,553.352487,10.4,No,14.3262046,11.8584071,2.16439062,0.56686421,86.6037641,34,34.7415058,33.7887473,35.6170666,13.9,14.5,13.4,186.6,369.3,36.3,20.2891107,4.31990825,4.7770912,8.92687559,22.4051847,40.3,7.4,35.4,53.0926071,13.3214446,10.883618,6382,42,51,66.43,16.9028282,0.00019296,Unreliable,0.00023248,13.385,13.92941176,14.68333333,3/22/20,4/2/20,0,0,1
Giles,Tennessee,,35.20222,-87.0399,"78,831",16,3,0,29503,21.1605599,20.0081348,10.2226892,0.44741213,0.5016439,0.0441,2.76582043,84.1677118,0.41422913,51.4591736,73.7459725,48.3,22.7,15547.16,"988,833",,16.7,10.6,2673:01:00,2950:01:00,1967:01:00,90.7514451,46.4219331,3.66592076,22.7,4.26417532,31.6602958,10.2037346,311.217748,10.6,Yes,11.9337979,9.64570416,2.04703833,1.17595819,84.746045,35.2,34.6847844,33.6056838,35.7857161,9.9,10.6,9.3,165.4,286.8,35.3,20.4883318,4.3868617,4.65669863,9.24829157,21.5038761,34.8,7.8,35.6,43.6560963,14.2188596,12.1794315,6499,39,51,69.89,17.885035,0.00012279,NA,NA,14.62,14.54615385,13.8625,3/30/20,4/2/20,0,0,1
Grainger,Tennessee,,36.27469,-83.5125,"78,831",14,4,0,23145,20.3240441,20.4839058,0.82091164,0.42341759,0.25491467,0.0605,3.46943184,94.0548715,1.01268133,49.6219486,100,80.7,38.8,14068.36,"359,429",,20,10.3,4629:01:00,7715:01:00,5786:01:00,94.488189,39.4593543,3.95030264,25.2,3.99533668,24.6644295,6.91323885,210.369461,10.3,No,11.5623238,8.92552587,2.14326001,1.41003948,76.4074195,55.6,36.1690911,34.9384655,37.3932305,10.9,12.3,9.6,132.4,192.5,32.4,21.8706919,4.69366113,4.94253737,8.73664362,22.8789293,32.6,8.4,33.8,22.5140133,13.2990448,12.4160891,4485,42,41,86.92,20.1061333,0.00010408,NA,NA,13.7875,14.02916667,13.29285714,4/1/20,4/2/20,0,0,1
Greene,Tennessee,,36.1747,-82.8469,"78,831",26,27,2,69087,19.3350413,21.5930638,2.11617236,0.35607278,0.51384486,0.0868,2.9889849,92.8915715,0.24934986,50.8055061,65.1944618,110.6,51.5,13758.9,"2,153,404",,17,10,1764:01:00,2559:01:00,1079:01:00,94.3877551,48.6271208,4.61296054,23.9,4.56012568,35.9486986,10.6092315,317.167997,10,No,11.6715222,9.64701534,1.52949745,0.81937363,86.8481219,26.4,37.7676525,36.52433,38.9081557,16.6,19.4,14.1,118.2,277.6,35.9,22.007827,4.62375598,4.89693105,8.6966046,21.8113802,38.2,8,34.8,44.603449,12.7847754,11.1657864,5375,47,48,77.4,21.4917193,0.00033681,34.7388076,0.0004292,14.45,13.95833333,14.07307692,3/20/20,4/2/20,0,0,1
Grundy,Tennessee,,35.38434,-85.7214,"78,831",22,23,1,13346,21.5570208,20.9500974,0.56196613,0.6593736,0.38213697,0.00749,1.39367601,95.8864079,0.15907103,50.5319946,100,38,17.7,15498.05,"209,935",,22.6,9.6,NA,NA,2669:01:00,93.7172775,37.1100164,4.42079411,27.8,5.46280144,40.3111261,8.2329167,402.025015,9.6,Yes,14.0718563,10.4897959,2.89421158,1.69660679,82.1665596,46.1,36.1104932,34.793746,37.3964906,21.6,26.2,17.3,163.8,291.8,34.9,24.9627192,5.19806058,5.18720378,10.326087,24.7275387,33.8,7.7,29.2,35.7002116,12.4929255,13.7065637,5466,33,38,107.29,30.0162377,9.71E-05,NA,NA,14.03125,13.728125,14.45909091,3/24/20,4/2/20,0,0,1
Hamblen,Tennessee,,36.2199,-83.2659,"78,831",25,6,1,64569,23.0776379,18.4655175,3.7696108,0.87348418,1.06707553,0.27412535,11.9856278,81.1302638,2.75791795,51.1840047,21.8726017,388,167.3,14143.63,"2,996,630",,18.5,10.3,1607:01:00,1656:01:00,621:01:00,94.1085271,40.8616274,3.82918201,24.2,4.55481546,31.2914365,13.3795915,475.871578,10.3,No,16.8166939,14.6565848,2.39361702,0.77741408,84.993047,22.4,36.8392119,35.6722998,37.8945308,17.1,20.2,14.4,121.4,208.2,33.2,22.796043,4.61888273,4.8085122,8.23007213,22.2518042,34.4,6.7,36.6,64.5817345,13.338874,13.8512991,5664,44,45,88.48,18.6527046,0.00026781,30.9746163,0.00035767,13.88695652,13.98,13.924,3/21/20,4/2/20,0,0,1
Hamilton,Tennessee,,35.1767,-85.1665,"78,831",33,110,11,364286,20.7652778,17.576849,19.1160242,0.54270546,2.11070423,0.14658812,5.86215227,71.0408855,1.34430629,51.7170575,10.0222016,620.3,278.6,16119.12,"23,273,742",,13.5,10.9,902:01:00,1349:01:00,469:01:00,84.5848495,67.2714849,3.39876338,18.1,4.81735775,32.5792099,13.9098982,662.618194,10.9,No,14.1686694,12.5322141,1.33275071,0.92491443,82.2943336,23.5,36.6603539,35.9009152,37.3354303,11.9,13,11,116,214.8,31.5,19.1328925,4.07579379,4.553444,9.81493386,19.163373,29.4,6.9,25.8,89.438066,17.4704508,11.039994,4144,44,50,64.59,15.1699075,0.00117999,18.3921424,0.00119818,15.9,15.51162791,16.16666667,3/13/20,4/2/20,0,0,1
Hancock,Tennessee,,36.52693,-83.2238,"78,831",#N/A,0,0,6549,20.7970683,21.3162315,0.50389372,0.39700718,0.19850359,0.0458,0.65658879,96.7475951,0.352,50.6642236,100,30.7,16.3,13586.38,"84,889",,30.9,9.7,6600:01:00,6549:01:00,NA,88.3116883,38.1045752,5.0713934,41.1,4.98555548,31.2259059,0,121.340816,9.7,No,11.0909091,6.54135338,1.63636364,3.27272727,82.1004566,50.5,36.8961229,35.5045489,38.3691117,14,16.9,11.3,151.6,366.3,31.2,23.5682505,4.98562006,5.11824109,7.7689243,25.2462348,32.8,7.8,26.1,7.20046928,13.0792497,11.6408423,2776,24,18,91.68,21.5789865,3.39E-05,NA,NA,,,,,4/2/20,1,0,0
Hardeman,Tennessee,,35.20772,-88.9916,"78,831",18,7,0,25220,19.5836638,18.0888184,41.887391,0.30531324,0.75337034,0.0198,1.76447264,54.0761301,0.39860083,45.368755,80.2076836,40.8,16.2,15046.16,"562,953",,25.2,9.7,4241:01:00,3603:01:00,870:01:00,88.4169884,31.0086625,4.99130057,28.8,4.59675119,49.0473264,12.9681298,626.1146,9.7,No,16.1233993,14.4620811,1.39697323,0.58207218,83.7247683,39.7,40.6923241,39.7429536,41.7289797,17.5,19.2,15.8,146,386.4,38,26.4021791,5.19357059,5.01325862,11.452514,25.8891904,37.1,5.5,35.7,30.9397131,12.5383136,12.2618352,5901,38,46,63.69,11.0806598,7.02E-05,NA,NA,16,15.59642857,15,3/28/20,4/2/20,0,0,1
Hardin,Tennessee,,35.19733,-88.1859,"78,831",23,2,0,25776,20.5578833,23.1028864,3.25108628,0.62849162,0.54314091,0.031,2.78553693,91.5541589,0.5152742,51.2259466,67.9282256,45.1,24.2,15483.95,"885,035",,21.5,9.8,1988:01:00,3682:01:00,1074:01:00,90.7630522,50.814974,4.3804756,29.3,4.79008128,33.6286522,11.994119,521.305968,9.8,No,13.3802817,10.4766894,2.66599598,0.75452716,83.1331539,28,33.194355,31.9345373,34.3791461,11.1,12.4,9.9,274.6,210.6,32.1,24.3695444,4.92140252,4.99779435,9.46589106,23.0526857,32.4,7.5,33.1,48.4131253,13.3519083,11.7572757,5787,40,45,62.84,24.2150451,0.00014618,NA,NA,16.25714286,15.07272727,15.86956522,3/23/20,4/2/20,0,0,1
Hawkins,Tennessee,,36.44355,-82.9489,"78,831",21,24,2,56530,19.8832478,21.1286043,1.464709,0.34494958,0.47939147,0.023,1.65045109,94.9973465,0.36772255,50.9234035,57.8607499,116.7,55.2,13621.81,"1,881,653",,19.2,10.4,3529:01:00,5653:01:00,5653:01:00,97.0540098,45.4687867,3.99055092,27.6,4.37640576,39.7621734,8.32462495,275.328939,10.4,Yes,11.9565217,10.0397351,1.58695652,0.93478261,89.8675744,35.5,34.7249792,33.6112926,35.8271181,13.7,15.7,11.9,141.2,330.1,32.9,20.7496384,4.62563093,4.9166698,8.53042785,23.4019693,32.2,7.6,33,54.0214312,13.8496237,11.0825324,4423,43,39,74.83,17.6554463,0.00023038,Unreliable,0.00023248,15.57857143,14.00322581,14.33809524,3/25/20,4/2/20,0,0,1
Haywood,Tennessee,,35.58333,-89.2854,"78,831",17,13,1,17335,22.2382463,19.0308624,50.2163254,0.44418806,0.2884338,0.0577,4.41880588,43.7842515,0.71714576,53.3602538,47.4157662,35.2,15.6,14414.91,"730,120",,20,10,2929:01:00,4334:01:00,NA,88.7445888,46.144636,5.3502197,30.8,5.11143951,50.3301541,21.6240824,1088.40515,10,No,15.1665486,13.6749634,1.13394756,1.275691,88.9285714,36.5,39.2920329,38.3135087,40.2499455,12.9,13.4,12.4,168.2,311.1,36.9,27.2094503,4.85362656,4.76726196,12.0856354,24.1694203,46.6,6.3,31.6,47.8043328,11.0543382,11.3536187,5831,34,34,57.38,12.4908644,5.50E-05,NA,NA,17.21,15.88888889,15.36470588,3/29/20,4/2/20,0,0,1
Henderson,Tennessee,,35.65581,-88.386,"78,831",10,2,0,27847,22.7816282,18.4220922,7.6812583,0.33396775,0.3231946,0.018,2.2910906,87.5390527,0.7245827,51.4525802,76.376535,53.4,24.6,14635.36,"742,392",,17.4,9.9,3083:01:00,3481:01:00,2142:01:00,98.265896,47.0997337,4.69910692,23.2,4.52807666,35.1580934,6.48625275,446.269824,9.9,No,11.7812062,8.48920863,2.89855073,1.12201964,86.6880228,40.7,38.2926615,37.1937001,39.4512981,15.1,16.6,13.8,169.3,357.4,32.5,22.519076,4.66409545,4.93285965,9.87047789,24.3732199,32.9,7.6,33,45.2915121,13.4279087,11.0897979,6679,36,40,57.45,17.1491162,0.00010876,NA,NA,15.275,15.43,14.16,4/5/20,4/2/20,0,0,0
Henry,Tennessee,,36.33161,-88.3012,"78,831",17,8,0,32358,20.5142469,23.258545,7.46646888,0.43265962,0.49137771,0.0464,2.80919711,87.2056369,0.32701112,51.52358,66.8481287,57.5,30.3,14046.43,"1,124,631",,19.5,10.4,1475:01:00,1798:01:00,568:01:00,90.7051282,44.1940086,4.18101328,29.4,4.53564932,35.0840336,15.4083205,334.079185,10.4,No,11.8474639,9.72689862,1.51795631,1.14772307,83.5302746,21.2,35.4996368,34.3264312,36.6507149,15.4,18.4,12.7,190.9,243.1,34,21.670724,4.68545311,4.97920914,8.31896552,22.8739369,33.6,7.4,33.1,63.9375193,13.3040985,11.1991548,4946,42,51,68.59,21.8174056,0.00016256,Unreliable,0.00023248,15.59230769,14.7,14.15294118,3/29/20,4/2/20,0,0,1
Hickman,Tennessee,,35.8061,-87.4764,"78,831",14,2,0,25063,20.7636755,17.5597494,4.88768304,0.65036109,0.35510514,0.0319,2.62139409,90.1408451,0.29157019,47.44444,100,40.3,16.8,14804.8,"371,426",,20.7,9.8,4973:01:00,3133:01:00,2506:01:00,94.6969697,38.8173581,3.20788531,24.2,4.54466481,32.9438372,3.61969112,383.236494,9.8,Yes,15.5844156,12.6171429,3.10559006,0.62111801,78.5384777,61.6,36.4280354,35.130178,37.7613033,15.2,17.6,12.7,121,161,36,20.5947497,4.53715778,4.71764174,9.0052356,23.180795,32.1,7.9,27.5,35.0425273,14.2652711,12.9479041,4524,34,42,79.97,15.228384,8.54E-05,NA,NA,16.3,14.27083333,13.73571429,4/1/20,4/2/20,0,0,1
Houston,Tennessee,,36.28872,-87.7188,"78,831",24,3,0,8263,21.80806,20.525233,2.9045141,0.41147283,0.50828997,0.0726,2.50514341,91.734237,0.21876206,50.8895074,100,42.1,20.9,14205.56,"139,845",,17.8,10,4107:01:00,8263:01:00,516:01:00,96.9387755,39.4980906,5.52451893,25.2,4.47987213,30.6087937,12.1758188,219.968227,10,No,12.7214171,10.504065,1.73913044,0.32206119,79.4817927,56.4,36.2003624,34.8500651,37.5171707,9.7,10.9,8.5,145.1,254.8,33.8,21.4902673,4.67141623,4.8530525,7.7186964,22.445692,27.2,8.1,28.9,46.3802516,13.6424391,12.5738266,7855,31,49,92.36,15.8578164,3.04E-05,NA,NA,12.93333333,13.11176471,13.67916667,3/22/20,4/2/20,0,0,1
Humphreys,Tennessee,,36.03959,-87.7799,"78,831",15,4,0,18486,21.5243968,20.0151466,2.62901655,0.67618739,0.48685492,0.0487,2.67770205,92.1940928,0.0747,50.2542465,82.4900205,34.9,16.7,14304.91,"603,793",,18.4,10,3697:01:00,3081:01:00,1849:01:00,91.3043478,41.1116215,4.30046522,20.3,4.39761379,21.6576087,12.4431941,259.24598,10,Yes,11.6798846,9.59349594,2.09084355,0.72098053,86.2073864,42.4,34.9724178,33.7113025,36.2965281,8,8.5,7.6,162.6,233.6,34.3,19.3704536,4.39485081,4.69926123,9.00962861,20.5498808,35.2,8.1,26.4,39.0657029,14.3832227,11.2447056,6559,40,48,81.61,24.4248497,0.00010408,NA,NA,15.89166667,14.352,13.96666667,3/31/20,4/2/20,0,0,1
Jackson,Tennessee,,36.3638,-85.6724,"78,831",12,7,0,11758,17.987753,22.4613029,0.60384419,0.68038782,0.15308726,0.034,2.21976527,95.0076544,0.072,50.2636503,100,37.7,19,13887.65,"177,824",,21.9,9.8,5839:01:00,2940:01:00,NA,86.2068966,37.1825397,4.71534116,29.6,4.53198247,30.535799,2.56915304,169.491525,9.8,Yes,13.1637168,12.0605355,1.65929204,0.42035398,86.3952096,59.4,36.6887732,35.242477,38.1019385,10.8,11.7,9.9,163.3,258.4,31.6,23.9158535,4.98937504,5.02020152,9.66810967,23.8365075,33.8,8.1,35,47.9893453,12.2312136,12.5435932,8182,38,46,100.53,28.0461886,7.48E-05,NA,NA,13,14.42727273,14.29166667,4/3/20,4/2/20,0,0,0
Jefferson,Tennessee,,36.04819,-83.4515,"78,831",33,16,0,54012,19.6585944,20.0288825,1.92734948,0.49988891,0.57579797,0.0574,3.86025328,92.0258461,0.87985796,50.777605,59.4880075,187.6,85.7,14201.3,"1,338,198",,15.7,10.3,2446:01:00,4501:01:00,3177:01:00,95.8801498,51.2225653,3.81940106,20.9,4.36702529,25.1027653,10.7798677,247.176807,10.3,No,13.2557551,10.6823409,2.32734632,0.55653934,78.0816435,41.8,32.8767655,31.7142014,34.1500825,14.6,17.1,12.2,137.8,163.2,34.9,18.4589586,4.07337717,4.6305994,8.44319776,20.4805037,36.7,8.4,27.4,53.2904079,13.7520906,11.6437208,4684,48,49,69.01,18.363759,0.00021401,40.7316893,0.00039343,13.90416667,13.13023256,13.96363636,3/13/20,4/2/20,0,0,1
Johnson,Tennessee,,36.45524,-81.8489,"78,831",17,2,0,17778,16.7397908,22.8147148,2.29497131,0.37124536,0.25874677,0.045,2.159973,93.8632017,0.16404007,46.1525481,85.2115764,61.1,30,13511.13,"375,541",,25.4,8.6,2949:01:00,4445:01:00,1270:01:00,96.4912281,39.0369541,3.4546171,27.9,4.80614017,23.3053809,14.1314793,627.679547,8.6,Yes,13.8105568,10.5107328,1.66305134,1.95227766,83.2837388,35.1,37.0097264,35.7000303,38.3683197,11.2,12.8,9.6,95.6,165.2,30.7,22.1603796,4.76053514,4.91022466,8.53432282,23.2513352,27.5,7.6,29,100,13.1618895,12.5840054,4543,40,34,76.82,18.960306,7.95E-05,NA,NA,13.46111111,13.19444444,12.36764706,3/29/20,4/2/20,0,0,1
Knox,Tennessee,,35.99509,-83.9464,"78,831",34,174,4,465289,20.9742762,15.8312361,8.69115754,0.35397355,2.34284499,0.10874962,4.39361343,82.2791856,1.23287639,51.4267477,10.9213698,850.5,383.6,14559.61,"24,573,575",,14.8,10.5,888:01:00,1680:01:00,270:01:00,89.5327531,71.1278081,2.9362507,15.2,4.92520663,30.8078764,12.2764474,505.647877,10.5,No,13.7976673,12.1001235,1.56340475,0.8492569,83.325561,25.8,34.0741195,33.2287191,34.9067497,9.9,10.7,9.2,98,314.1,31.5,16.6728165,3.90911435,4.29583509,8.22956293,19.7136562,30.7,7.3,21.4,83.5611463,16.5265811,9.80613318,4393,49,54,70.79,16.5522179,0.00163725,24.7158218,0.00205658,14.35,13.93977273,14.675,3/12/20,4/2/20,0,0,1
Lake,Tennessee,,36.3418,-89.4892,"78,831",#REF!,4,0,7411,14.1681285,15.7333693,28.4981784,0.49925786,0.20240184,0.027,2.44231548,66.6981514,0.11081867,35.7171772,100,47.2,15.7,13828.73,"193,306",,42.7,10.7,NA,7411:01:00,7411:01:00,96.2264151,30.05352,5.15521064,41.2,5.93640821,49.4538232,12.0514194,209.75354,10.7,No,13.0536131,10.1386896,1.58508159,2.0979021,86.4495798,26.8,38.7228827,37.5321067,39.9148607,9.9,10.5,9.2,217.1,296.8,35,26.8043501,5.19135013,5.01059703,11.1856823,28.0789587,37.4,6.8,30.5,23.046476,14.0471712,11.6480163,8884,32,35,109.29,Unreliable,2.11E-05,NA,NA,,12.66666667,3.6,,4/2/20,1,0,0
Lauderdale,Tennessee,,35.75893,-89.6302,"78,831",14,9,0,25825,22.5634076,15.7870281,34.3465634,0.78993224,0.63117135,0.0116,2.56727977,60.4607938,0.46344805,48.4840271,58.6625921,58.9,23.8,14313.2,"671,103",,24.9,10.2,12637:1,5165:01:00,6456:01:00,98.3164983,36.0113556,5.75943445,34.6,4.72232362,49.9246105,6.72627997,680.645515,10.2,No,19.3945613,16.5542294,3.43766034,0.46177527,88.2107115,31.1,40.2669633,39.3277362,41.2596677,18.7,19.7,17.9,170.3,367,38.1,29.0703314,5.14320909,5.14704027,11.5714286,25.4614331,44.6,6.5,35.9,32.9210857,11.9692136,11.9483639,7005,34,45,75.37,12.6536084,8.07E-05,NA,NA,16.42307692,15.70833333,15.47142857,4/1/20,4/2/20,0,0,1
Lawrence,Tennessee,,35.21675,-87.3979,"78,831",15,15,0,43734,24.9965702,17.8213747,1.73091874,0.45502355,0.59221658,0.0229,2.2362464,93.5473545,1.44793669,50.8666026,75.8771406,67.8,29.5,15687.76,"1,057,190",,16.7,9.9,2712:01:00,3976:01:00,1250:01:00,94.6466809,45.8425609,4.03626632,24.7,4.67133114,28.246331,10.8304913,462.400472,9.9,No,14.0018628,9.83243756,3.53927352,3.16671841,83.979807,36,37.2778232,36.0793409,38.4889081,12.9,14.8,11.1,162.2,252,33.7,20.9406522,4.66726147,4.85899758,8.58433735,22.5808377,33.3,8.1,37,56.3591201,14.0221888,13.025484,5204,41,49,70.6,18.4369559,0.00017893,NA,NA,15.84166667,14.296,13.61333333,3/31/20,4/2/20,0,0,1
Lewis,Tennessee,,35.52853,-87.4902,"78,831",21,2,0,12086,21.5290419,20.9250372,1.95267251,0.5957306,0.64537481,0.0496,2.38292239,93.2318385,0.062,51.2411054,70.1915961,43.1,19.4,15118.73,"249,839",,18.5,9.5,6018:01:00,3022:01:00,2417:01:00,93.3823529,45.251608,4.43611987,24.8,4.12028086,42.9535232,10.801828,484.394086,9.5,No,8.21771612,6.05405405,2.113127,0.7470651,76.3542739,33.6,34.7702112,33.4080935,36.0367095,15,17.5,12.9,205.5,162,36.8,21.9305486,4.74926049,4.80688902,9.06313646,22.5642097,41.7,8.1,30.8,21.1002385,14.0590665,12.1592845,3266,37,39,69.48,21.9962437,6.08E-05,NA,NA,14.675,14.11935484,14.97142857,3/25/20,4/2/20,0,0,1
